38,29
13,3
17,14
38,35
25,24
21,14
31,28
28,10
30,24
45,3
38,7
37,3
32,24
21,20
43,7
32,25
16,8
49,14
47,7
29,22
17,7
54,0
34,7
51,24
44,24
22,3
35,23
31,14
23,20
37,24
30,17
22,21
34,20
51,24
23,21
69,20
42,21
23,21
13,10
44,0
70,7
44,17
48,3
24,10
29,24
31,10
30,6
37,32
28,25
23,7
20,17
30,21
20,14
41,23
23,21
34,27
38,35
30,23
45,10
42,17
34,9
17,9
32,27
34,20
31,3
21,20
44,7
49,15
34,20
21,7
32,24
52,10
56,14
12,3
38,14
42,20
50,9
23,17
35,32
48,9
22,20
44,27
31,3
37,17
31,14
31,17
51,6
21,7
41,26
52,18
45,28
23,13
28,13
42,12
14,5
56,14
34,14
41,7
45,20
25,21
26,21
27,10
31,10
19,14
48,7
55,54
23,10
34,31
52,31
34,33
47,7
47,19
34,27
27,21
43,3
26,21
34,21
20,17
42,29
27,10
31,3
42,6
34,24
41,20
37,0
22,17
28,24
24,21
31,30
24,22
21,17
38,14
42,0
17,14
30,26
38,35
24,16
28,16
36,21
34,26
34,14
24,14
27,0
23,17
51,31
7,3
29,17
43,17
41,15
23,10
13,10
37,18
31,24
38,35
52,10
27,25
14,12
41,24
36,31
39,21
38,0
26,20
27,3
17,15
35,10
45,37
25,22
45,31
38,21
24,17
33,17
27,25
28,21
13,2
45,16
77,20
28,17
41,31
38,7
10,7
24,10
15,12
31,24
49,33
20,7
43,17
31,28
24,17
42,7
63,14
49,21
35,10
27,24
63,38
41,3
38,37
34,20
48,14
23,17
28,10
63,12
38,35
26,13
50,48
55,24
62,34
35,16
34,24
41,10
41,30
38,24
37,21
35,30
35,24
36,27
63,7
58,13
45,17
45,27
35,28
49,27
20,17
14,13
38,3
26,21
34,14
33,30
31,28
34,14
33,10
20,6
27,0
16,13
16,7
38,31
23,10
24,17
30,27
57,6
35,17
49,17
38,7
35,33
31,28
25,24
37,13
35,34
27,13
21,15
35,10
42,0
17,14
33,23
21,17
42,15
26,13
31,28
21,6
38,28
27,13
45,10
27,24
56,0
13,10
31,10
56,16
17,14
41,28
31,24
22,15
41,20
35,27
28,21
14,7
47,21
46,44
33,21
30,27
44,13
45,28
17,14
58,28
24,14
17,7
45,20
28,10
31,17
41,39
33,21
24,21
33,27
34,24
31,27
47,36
49,14
42,14
28,27
14,13
28,21
52,28
63,39
41,7
34,10
42,10
38,12
38,17
42,10
31,0
43,38
32,12
44,35
40,37
48,45
13,9
40,16
56,28
35,28
31,0
38,14
48,14
44,10
20,17
63,28
33,12
52,17
34,30
49,22
24,0
32,29
30,17
29,26
12,7
23,0
51,7
45,20
35,28
45,35
38,17
28,24
13,10
38,34
35,20
17,6
27,20
56,7
13,10
34,27
45,9
30,14
24,17
34,7
13,3
45,24
41,34
23,12
17,13
45,31
27,9
41,24
31,17
27,24
24,22
41,3
28,24
24,23
47,20
40,7
27,7
28,21
29,20
27,23
35,29
44,30
17,14
60,7
26,19
42,28
37,31
37,32
34,3
27,6
56,7
28,0
26,14
16,3
29,24
37,20
13,7
10,7
38,31
34,28
35,24
35,12
33,0
29,9
20,14
51,21
27,9
26,20
48,45
17,13
24,14
27,22
25,22
24,23
21,10
19,3
31,17
21,3
27,10
37,33
38,35
34,7
35,21
37,17
45,14
66,13
24,7
59,30
37,29
48,46
31,21
36,28
49,0
38,10
30,7
28,23
51,21
48,7
24,7
26,17
32,7
35,7
27,7
45,13
26,0
27,3
48,26
33,21
12,10
27,20
44,7
21,17
38,28
38,16
30,10
43,25
24,14
35,7
27,24
44,26
27,24
31,30
31,10
38,22
15,10
35,23
41,22
42,7
42,35
12,10
35,17
40,9
26,21
17,13
20,7
42,14
49,16
34,20
42,7
45,0
22,20
48,21
42,32
24,21
34,6
37,36
41,40
34,28
50,39
28,17
20,19
27,7
34,17
43,7
45,40
17,10
24,20
45,31
69,0
45,7
16,13
42,21
42,23
30,15
49,31
27,24
35,21
23,21
31,24
44,17
38,7
33,0
56,0
23,20
46,17
31,21
15,0
23,13
70,7
47,21
37,34
21,20
24,20
34,13
28,23
35,10
20,13
46,14
35,23
26,21
42,28
52,49
34,3
33,23
14,13
56,31
24,17
28,23
31,14
77,35
55,13
44,38
30,14
52,30
55,24
42,27
29,28
45,42
37,31
41,17
49,26
24,21
35,10
45,32
31,24
28,3
14,10
34,17
31,30
23,10
33,16
63,21
38,16
21,19
17,6
40,16
45,24
42,14
27,17
20,0
16,10
24,23
58,35
63,5
9,7
32,20
27,7
35,21
42,7
24,20
30,29
14,7
52,28
31,21
43,7
29,17
48,13
28,7
30,20
20,3
31,28
35,3
38,31
34,24
34,27
21,20
42,35
20,17
27,20
35,13
27,6
49,9
41,20
25,7
23,17
10,7
48,0
30,28
30,29
20,7
55,20
17,0
24,16
28,10
62,21
42,17
28,24
52,38
24,20
54,34
24,17
30,20
41,20
27,24
35,21
54,21
23,19
17,16
26,14
42,0
42,0
34,7
21,13
27,3
16,13
21,20
36,13
20,14
29,27
31,20
54,7
42,14
58,0
23,21
49,35
45,17
28,24
31,22
31,28
28,21
29,28
24,23
29,9
13,6
36,30
33,7
38,35
34,21
69,41
38,34
54,20
17,10
38,31
49,19
32,19
37,23
24,10
42,20
70,24
24,17
25,24
35,13
37,34
45,25
34,27
49,0
24,17
55,7
16,7
45,9
48,42
24,10
63,0
34,14
27,12
34,17
17,7
35,7
52,21
33,13
49,12
20,14
31,26
35,17
49,0
23,17
45,21
44,10
27,14
44,41
27,7
30,6
21,13
31,21
34,14
31,28
30,23
45,30
24,17
35,30
35,14
20,17
23,7
29,16
43,13
31,10
35,10
20,7
45,10
24,17
14,13
34,6
54,44
38,35
36,33
35,0
31,28
13,10
35,22
40,21
30,14
34,31
28,27
34,33
31,21
49,10
59,17
31,28
26,16
27,21
33,30
41,7
27,24
33,27
34,31
24,14
51,40
58,0
30,24
49,20
15,13
45,42
31,24
41,14
56,0
49,0
28,21
31,30
34,7
24,14
27,6
39,33
62,28
44,14
35,10
70,14
30,22
49,10
49,44
13,10
27,25
13,10
37,17
45,14
47,30
23,13
56,0
13,10
14,9
41,28
45,21
45,10
21,7
28,7
41,7
31,21
55,20
42,28
21,20
29,6
35,17
27,17
36,0
23,17
42,38
13,12
38,17
34,33
13,3
37,14
68,9
38,21
28,21
28,24
27,26
34,14
19,7
35,9
41,7
34,21
13,7
14,0
35,21
29,18
33,14
45,7
38,26
28,24
49,14
41,12
17,10
28,3
49,7
24,10
20,0
19,15
17,6
45,24
40,24
31,16
52,21
37,20
45,35
41,17
24,14
37,0
38,31
38,24
31,26
58,44
33,28
27,21
24,23
66,28
41,27
27,17
19,16
28,17
24,13
17,6
23,18
24,21
35,28
17,7
59,27
42,30
46,13
29,12
59,28
29,19
42,6
26,21
47,37
28,7
42,0
38,17
25,23
34,6
41,24
26,23
37,24
22,21
38,17
49,3
39,19
56,20
42,14
17,3
21,0
17,0
42,14
42,31
15,14
27,20
31,16
41,38
33,30
43,40
16,14
22,14
28,20
30,20
14,0
49,16
21,14
52,21
24,21
37,7
31,7
41,9
47,14
24,19
27,21
37,7
34,7
22,17
28,0
35,7
17,13
45,16
17,7
31,15
45,24
21,10
34,31
23,7
27,26
30,11
14,13
37,14
34,7
17,0
42,14
49,14
35,20
24,7
34,28
48,24
48,6
23,16
21,13
20,6
59,0
31,21
48,27
24,21
27,17
49,32
29,10
48,45
15,13
45,38
26,21
38,35
42,20
37,3
28,7
21,3
41,24
17,10
56,6
17,15
38,24
34,21
21,17
31,14
35,32
24,16
40,26
56,28
34,10
14,12
40,29
37,21
32,0
41,21
41,17
30,14
45,10
24,17
34,0
45,25
28,13
31,0
55,45
52,20
45,23
39,14
24,17
30,27
15,0
49,41
51,28
30,10
32,7
30,17
27,17
40,31
70,30
31,24
63,14
34,17
36,10
27,7
42,14
31,24
41,23
33,7
40,34
42,14
24,10
42,7
41,10
35,21
10,0
30,3
13,3
19,14
28,24
46,34
62,10
23,20
35,10
27,24
41,10
20,10
10,6
29,14
28,10
23,6
55,52
34,31
24,21
42,7
17,13
10,7
23,0
33,31
32,0
26,3
58,27
28,27
31,15
70,19
55,0
49,27
17,14
58,35
24,17
28,21
30,7
26,21
33,30
35,28
31,20
33,26
31,28
35,3
21,7
28,14
31,28
17,10
38,20
24,23
34,24
16,13
28,14
58,23
48,45
35,10
56,7
49,18
44,10
31,13
37,16
24,21
49,42
35,10
42,37
36,35
52,13
27,10
38,30
41,34
35,31
24,21
36,33
47,30
14,3
48,24
24,0
19,17
17,13
31,27
34,24
48,3
55,0
25,24
28,21
37,3
65,21
42,21
28,20
49,17
17,13
45,22
16,0
17,13
49,9
19,15
56,52
45,0
41,26
53,21
27,6
24,21
31,30
40,31
38,10
61,10
34,9
45,42
30,10
38,28
31,14
17,14
37,21
40,37
55,28
38,10
15,0
29,20
33,28
29,14
31,13
35,31
38,35
47,2
28,12
36,0
45,15
35,28
28,21
28,20
45,6
56,42
38,35
28,7
57,50
40,15
28,10
23,10
65,38
61,41
38,3
49,35
24,10
42,28
63,14
42,24
34,10
27,24
34,0
33,13
30,12
28,0
24,13
48,7
31,27
31,20
28,7
27,3
36,34
35,9
62,21
31,10
13,7
29,24
35,27
41,9
21,20
24,14
45,13
24,21
38,20
31,17
25,19
47,34
20,7
38,24
24,12
26,21
31,10
38,3
42,21
16,14
3,0
34,28
42,31
38,14
42,35
30,23
29,23
17,10
24,17
42,13
31,30
24,21
49,21
17,16
30,27
31,21
41,14
40,35
29,19
24,7
